datetime,Bmag,Bx,By,Bz,Proton_speed_x,Proton_speed_y,Proton_speed_z,Proton_speed,Proton_density,Proton_temp,SYM_H
2011-09-22 00:05:00,6.593842105263158,-1.1944210526315788,-3.603157894736842,5.339473684210526,-392.274,11.417399999999999,-45.4714,395.232,,94914.9,-8
2011-09-22 00:10:00,6.61721052631579,-0.8700000000000001,-4.257052631578947,4.9508947368421055,-395.45233333333334,12.280000000000001,-42.967999999999996,398.18,,89938.36666666665,-7
2011-09-22 00:15:00,6.616277777777778,-0.7481111111111111,-3.6877777777777774,5.420222222222222,-392.8058,-2.1041999999999996,-48.0578,395.956,,90820.5,-7
2011-09-22 00:20:00,6.393368421052632,-0.46968421052631576,-3.694736842105263,5.180052631578948,-394.92960000000005,-3.4716,-41.6344,397.298,,92846.31999999999,-7
2011-09-22 00:25:00,6.385526315789474,0.3716842105263158,-4.172631578947368,4.7796315789473685,-393.225,-1.84825,-43.359,395.7975,,88727.53333333333,-7
2011-09-22 00:30:00,6.511052631578947,0.3781052631578947,-4.856526315789473,4.279526315789474,-393.755,-8.6246,-37.562,395.82800000000003,,88538.44,-8
2011-09-22 00:35:00,6.823555555555555,1.3868888888888888,-5.652833333333334,3.538,-393.2676,-25.830599999999997,-39.1894,396.348,,86960.06,-8
2011-09-22 00:40:00,6.79521052631579,1.9417368421052632,-5.697947368421052,3.1195263157894737,-391.4166666666667,-33.774,-39.89666666666667,395.0733333333333,,79164.03333333334,-7
2011-09-22 00:45:00,6.779789473684211,1.4633684210526317,-5.619263157894737,3.4046315789473685,-387.25,-36.285000000000004,-37.3778,390.898,,86474.0,-7
2011-09-22 00:50:00,6.831263157894737,0.6542631578947369,-5.893526315789474,3.373421052631579,-389.934,-29.7546,-36.5656,392.972,,75933.45999999999,-6
2011-09-22 00:55:00,6.8198888888888884,0.49533333333333335,-5.871666666666666,3.4162222222222223,-387.78175,-24.808,-36.00725,390.445,,72003.7,-5
2011-09-22 01:00:00,6.867894736842106,0.7393684210526316,-5.735,3.6797368421052634,-388.62420000000003,-29.291999999999994,-36.6064,391.66999999999996,,78887.36000000002,-6
2011-09-22 01:05:00,6.837473684210527,1.029421052631579,-5.675789473684211,3.6449999999999996,-390.09000000000003,-40.112199999999994,-35.1226,393.966,,80839.78,-6
2011-09-22 01:10:00,6.820736842105263,1.1686842105263158,-5.865157894736842,3.2627894736842107,-388.96975,-32.31225,-34.454,392.0825,,85300.875,-6
2011-09-22 01:15:00,6.805888888888889,1.1778888888888888,-5.741,3.4410555555555558,-387.8345,-38.308499999999995,-32.604749999999996,391.2575,,80009.125,-6
2011-09-22 01:20:00,6.757684210526317,1.174157894736842,-5.699105263157895,3.409315789473684,-386.28959999999995,-43.4476,-32.892,390.28000000000003,,80308.44,-6
