datetime,Bmag,Bx,By,Bz,Proton_speed_x,Proton_speed_y,Proton_speed_z,Proton_speed,Proton_density,Proton_temp,SYM_H
2003-04-27 00:05:00,6.1145555555555555,2.5044444444444443,-3.427888888888889,-0.23333333333333325,-434.08,-20.8735,-10.9945,435.31,8.2838,89340.225,-14
2003-04-27 00:10:00,6.542315789473684,3.042105263157895,-2.725263157894737,2.622157894736842,-435.09425,-13.117,6.779999999999999,435.92,8.384350000000001,76617.7,-15
2003-04-27 00:15:00,6.508684210526315,2.954578947368421,-3.2976842105263158,-4.053526315789473,-433.79799999999994,-16.337,-37.188,435.66999999999996,8.25432,77347.14,-17
2003-04-27 00:20:00,6.225368421052631,3.4082105263157896,-4.017315789473685,-3.0553157894736844,-431.75559999999996,-26.2286,-32.7012,433.736,7.7179400000000005,85189.9,-18
2003-04-27 00:25:00,6.295277777777778,2.466833333333333,-3.445333333333333,-4.151222222222222,-437.7875,-22.43775,-42.426249999999996,440.28499999999997,8.127625,81393.825,-19
2003-04-27 00:30:00,6.571526315789474,3.451736842105263,-4.627157894736842,-0.24231578947368412,-434.7626,-28.1556,-19.421,436.29400000000004,8.02702,70947.92,-19
2003-04-27 00:35:00,6.898631578947369,3.4509473684210525,-4.878684210526315,-3.161368421052632,-433.2646,-26.2264,-24.149,434.662,7.495399999999999,74953.36,-19
2003-04-27 00:40:00,6.908421052631579,2.9397894736842107,-4.766368421052631,-3.9014210526315787,-439.5045,-25.310000000000002,-26.81025,440.9475,7.5556,72239.9,-18
2003-04-27 00:45:00,6.786,1.3049444444444445,-4.6755555555555555,2.769111111111111,-448.52125,-23.551750000000002,20.878999999999998,449.8325,7.66015,73832.425,-18
2003-04-27 00:50:00,6.307052631578948,-0.589842105263158,-4.487894736842105,3.9518947368421053,-455.13500000000005,-26.758,26.6998,456.93999999999994,7.46214,82667.8,-18
2003-04-27 00:55:00,6.85578947368421,-0.46684210526315795,-4.609894736842105,4.8596315789473685,-451.04625,-21.26225,20.84975,452.155,7.023525,66214.425,-19
2003-04-27 01:00:00,7.072947368421052,-2.841263157894737,-1.8081052631578947,6.11478947368421,-464.741,-6.8006,24.5802,465.61,6.464799999999999,76242.92,-19
2003-04-27 01:05:00,7.203055555555555,-2.460111111111111,-3.3419444444444446,5.855944444444444,-463.2482,-13.881800000000002,19.623,463.98999999999995,6.540180000000001,71780.44,-18
2003-04-27 01:10:00,7.129736842105263,-0.4329473684210527,-4.244736842105263,5.205842105263158,-451.66774999999996,-20.03775,18.24225,452.6325,7.254533333333334,64844.6,-16
2003-04-27 01:15:00,7.021052631578947,1.2017894736842105,-5.652315789473684,3.8638947368421053,-444.2445,-25.54125,12.53675,445.24,7.2582,68070.3,-17
2003-04-27 01:20:00,6.894947368421052,0.7717894736842105,-6.39921052631579,2.2102105263157896,-445.1888,-30.852600000000002,0.17119999999999988,446.28000000000003,7.69272,72659.2,-19
2003-04-27 01:25:00,6.971111111111111,1.2662777777777778,-6.203555555555556,2.747055555555556,-444.372,-27.68825,2.61875,445.2625,7.561475,69725.625,-18
2003-04-27 01:30:00,6.761157894736842,-0.3263684210526316,-6.510473684210527,0.6815789473684211,-450.5964,-30.3808,-3.7418,451.66,7.5421,77240.73999999999,-17
