datetime,Bmag,Bx,By,Bz,Proton_speed_x,Proton_speed_y,Proton_speed_z,Proton_speed,Proton_density,Proton_temp,SYM_H
2002-07-29 00:05:00,5.470947368421053,3.9192105263157897,-1.1858947368421053,-3.4692631578947366,-461.82399999999996,36.4034,-25.7314,464.00200000000007,4.9013,105796.88,-23
2002-07-29 00:10:00,5.28621052631579,4.586052631578948,-1.5625263157894735,-1.9745263157894737,-453.72200000000004,41.757600000000004,-14.919799999999999,455.87600000000003,4.65436,105026.08,-24
2002-07-29 00:15:00,5.273611111111111,4.160611111111112,-2.6719444444444442,-1.424777777777778,-458.311,31.351999999999997,-11.8285,459.52250000000004,4.380775,110725.55,-25
2002-07-29 00:20:00,5.260105263157894,4.018631578947368,-2.610526315789474,-1.611,-459.1418,28.6712,-7.0938,460.11800000000005,4.26384,102482.74,-24
2002-07-29 00:25:00,5.223105263157895,4.34978947368421,-2.061105263157895,-1.1895263157894735,-456.29200000000003,36.6534,-8.306000000000001,457.96999999999997,4.58046,101558.9,-23
2002-07-29 00:30:00,5.344210526315789,4.506684210526315,-1.0788947368421051,-2.2129473684210526,-454.8603333333333,40.06366666666667,-17.538666666666668,456.99333333333334,4.7056,95124.83333333333,-23
2002-07-29 00:35:00,5.315555555555555,4.377666666666666,-1.8474444444444442,-1.523388888888889,-455.7152,33.3014,-8.2868,457.224,4.3834800000000005,96044.2,-23
2002-07-29 00:40:00,5.232157894736842,4.5617368421052635,-2.1300526315789474,-0.5123684210526316,-454.3736,32.0188,-3.8018,455.56800000000004,4.1356,105629.2,-23
2002-07-29 00:45:00,5.232,3.189157894736842,-3.638842105263158,-0.2725789473684211,-471.52,17.34675,6.452,471.98,4.4434249999999995,113699.86666666665,-23
2002-07-29 00:50:00,5.089526315789473,3.2193684210526317,-3.2255263157894736,0.726157894736842,-467.3334,26.2798,7.7004,468.15600000000006,4.288225,123097.425,-22
2002-07-29 00:55:00,5.081555555555556,3.3834444444444447,-3.2305,1.337388888888889,-465.02119999999996,28.9326,14.6648,466.178,4.4069,118709.96,-22
2002-07-29 01:00:00,5.090421052631579,4.774473684210527,-1.5461052631578949,-0.12342105263157896,-453.15575,39.584,-1.5745,454.8075,4.261625,119545.8,-22
2002-07-29 01:05:00,5.046684210526315,4.767263157894737,-0.990263157894737,-0.7703684210526316,-453.179,43.698,-8.1035,455.315,4.603025,115410.675,-22
2002-07-29 01:10:00,5.040578947368421,4.6611052631578955,-1.6396842105263159,-0.2930526315789474,-453.0086,34.431799999999996,3.3044,454.316,4.2934,108651.31999999999,-22
2002-07-29 01:15:00,4.9325,3.765333333333333,-2.4715555555555557,0.6872777777777778,-461.727,29.25825,8.19925,462.815,4.1828,113103.54999999999,-23
2002-07-29 01:20:00,4.916947368421052,3.8505263157894736,-2.212578947368421,1.5796315789473683,-456.5478,36.5664,14.9756,458.21400000000006,4.10328,115864.92,-23
2002-07-29 01:25:00,4.902263157894737,0.583578947368421,-4.340052631578947,-0.1676842105263158,-486.5054,15.502,8.4976,486.854,4.35798,113529.875,-23
2002-07-29 01:30:00,5.014684210526315,-1.3084736842105265,-4.791157894736842,0.014,-502.5674,12.550999999999998,12.349599999999999,502.808,4.17746,112701.72,-24
2002-07-29 01:35:00,5.013999999999999,3.9484444444444446,-1.5421666666666667,1.7067222222222223,-452.2315,43.8655,17.2945,454.51,4.176425,109777.35,-24
2002-07-29 01:40:00,5.035578947368421,4.573947368421052,-1.6636315789473684,1.1586315789473685,-448.865,40.135999999999996,12.17025,450.67499999999995,4.043625,99466.45,-24
2002-07-29 01:45:00,4.989421052631579,4.048842105263158,-2.613842105263158,-0.3903157894736842,-452.8424,31.421799999999998,4.591200000000001,453.912,3.7912,99874.86,-23
2002-07-29 01:50:00,4.837526315789473,1.496421052631579,-3.6145789473684204,-0.6396842105263157,-466.214,17.6075,1.0594999999999999,466.55,3.932375,107848.05,-23
2002-07-29 01:55:00,5.005222222222222,-3.3390000000000004,-2.750166666666667,2.4014444444444445,-508.44220000000007,32.096000000000004,24.6676,509.88,3.73238,113436.6,-23
2002-07-29 02:00:00,4.991736842105263,-3.120421052631579,-3.1789473684210527,2.1881052631578948,-506.6606,30.327800000000003,22.663,507.90599999999995,3.8102600000000004,115614.16,-24
2002-07-29 02:05:00,4.914789473684211,-2.813842105263158,-3.303894736842105,2.197,-505.55400000000003,28.2925,23.92275,506.72249999999997,3.64325,113711.05,-23
2002-07-29 02:10:00,4.850421052631579,-1.7766315789473683,-3.1315263157894737,2.7989473684210524,-504.4865,30.44725,24.633,505.825,3.99015,119016.875,-23
2002-07-29 02:15:00,4.755722222222222,-0.12955555555555553,-3.3833888888888892,1.592888888888889,-492.90680000000003,33.6142,15.913,494.68999999999994,4.1309,114335.31999999999,-23
2002-07-29 02:20:00,5.17721052631579,3.1697894736842103,1.4240526315789472,-3.5771578947368425,-465.27225,57.9385,-31.473499999999998,469.865,5.00605,104460.55,-24
2002-07-29 02:25:00,5.206105263157895,4.037421052631579,-0.7334736842105263,-3.132052631578947,-457.625,42.7408,-22.0842,460.09,4.389799999999999,85964.76,-23
2002-07-29 02:30:00,5.172789473684211,3.620894736842105,-2.605842105263158,-2.465105263157895,-458.80640000000005,29.8074,-13.7422,459.97200000000004,3.92292,88025.14,-23
2002-07-29 02:35:00,5.1115,3.1908333333333334,-3.178,-2.3265555555555557,-461.77750000000003,23.39275,-10.501999999999999,462.455,3.8378,84283.9,-23
2002-07-29 02:40:00,4.672210526315789,2.2846315789473683,-2.888315789473684,-2.6753684210526316,-467.2138,22.8816,-15.866399999999999,468.07,3.81882,98601.72,-24
2002-07-29 02:45:00,4.572631578947369,2.031421052631579,-3.478842105263158,-1.8519473684210526,-469.05449999999996,19.7665,-13.11175,469.7075,3.7563,100726.0,-23
2002-07-29 02:50:00,4.797157894736842,2.415263157894737,-3.4821052631578944,-0.3092105263157895,-467.821,25.555799999999998,2.1802000000000006,468.73199999999997,3.9010800000000003,108270.51999999999,-22
2002-07-29 02:55:00,4.944,0.9712777777777778,-4.179833333333333,-2.0823888888888886,-479.4885,12.85075,-7.97375,479.78499999999997,3.64345,92721.25,-21
2002-07-29 03:00:00,4.934263157894737,0.6473684210526316,-4.546473684210526,-1.6357368421052632,-481.41499999999996,9.879,-7.0512,481.602,3.60054,92854.92,-21
2002-07-29 03:05:00,4.805052631578948,1.9655789473684209,-3.9621578947368423,-1.4623157894736842,-468.1848,19.889,-7.4748,468.69399999999996,3.5005,91162.64,-21
2002-07-29 03:10:00,4.690315789473684,2.695157894736842,-3.4471578947368418,-1.5251052631578947,-462.4705,23.2145,-4.636,463.0075,3.64865,95780.675,-21
2002-07-29 03:15:00,4.628611111111111,3.2422222222222223,-3.0762222222222224,-0.29233333333333333,-458.345,26.206,0.020500000000000185,459.0125,3.626925,101015.725,-22
2002-07-29 03:20:00,4.566526315789473,3.271315789473684,-2.7573157894736844,1.0043684210526316,-452.03060000000005,31.4854,8.7608,453.072,3.60676,104965.54,-22
2002-07-29 03:25:00,4.744052631578947,3.9448947368421052,-2.1475263157894737,-0.8372631578947368,-446.76075000000003,38.09275,-11.61675,448.495,3.70335,95663.2,-22
2002-07-29 03:30:00,4.773315789473684,4.1781578947368425,-2.0259473684210527,-0.9411578947368422,-446.21720000000005,34.6676,-6.9096,447.5,3.77456,95437.36,-21
2002-07-29 03:35:00,4.717944444444445,4.087722222222222,-1.2045555555555554,1.472888888888889,-443.5122,37.0008,1.7958000000000003,444.9440000000001,3.60492,95584.36,-20
2002-07-29 03:40:00,4.7745263157894735,3.3541578947368422,-0.7069473684210527,3.077157894736842,-444.3815,39.92225,13.42625,446.2725,3.7374,89421.0,-21
2002-07-29 03:45:00,4.933421052631579,2.748684210526316,0.08821052631578948,4.0627894736842105,-449.83000000000004,47.057,22.2826,452.48199999999997,3.8590199999999997,79943.38,-21
2002-07-29 03:50:00,4.908842105263158,3.0893157894736842,0.7862105263157895,3.6774736842105265,-447.9285,53.74625,17.92775,451.145,3.496975,80889.8,-21
2002-07-29 03:55:00,4.885555555555555,2.2968333333333337,1.3285555555555557,4.074,-452.55674999999997,56.95725,18.652,456.135,3.6256,76509.275,-21
2002-07-29 04:00:00,4.850526315789473,1.0989473684210527,1.8216842105263158,4.291578947368421,-460.08459999999997,62.57280000000001,18.588,464.274,3.4146,81602.5,-20
2002-07-29 04:05:00,4.650052631578947,2.185105263157895,-0.7232631578947369,2.520315789473684,-456.77619999999996,43.9952,10.8216,459.06000000000006,3.46646,96573.12,-20
2002-07-29 04:10:00,4.564684210526316,3.7706842105263156,-0.7996842105263158,2.3484736842105263,-442.735,45.9544,15.4642,445.08000000000004,3.35238,105402.42,-20
