datetime,Bmag,Bx,By,Bz,Proton_speed_x,Proton_speed_y,Proton_speed_z,Proton_speed,Proton_density,Proton_temp,SYM_H
2000-06-04 00:05:00,5.808315789473684,5.070947368421052,-0.0035263157894736817,-2.1005263157894736,-439.85699999999997,48.196600000000004,-39.698,444.224,4.5297,99279.01999999999,-7
2000-06-04 00:10:00,5.914944444444444,5.201833333333333,-0.8423888888888889,-2.141277777777778,-440.3756,40.4196,-39.123200000000004,444.1,4.47222,93527.84,-9
2000-06-04 00:15:00,5.9590000000000005,5.301263157894737,-1.4616842105263157,-1.8973684210526314,-437.70050000000003,31.60875,-32.68075,440.0775,4.264575,91085.175,-10
2000-06-04 00:20:00,5.873526315789474,4.64821052631579,-0.4041578947368421,-3.3072631578947367,-445.1934,44.6668,-43.5522,449.462,4.175520000000001,108853.92,-11
2000-06-04 00:25:00,5.914157894736842,4.9137894736842105,-1.453842105263158,-2.7622105263157892,-442.91075,34.88675,-44.66625,446.39750000000004,4.265675,93335.875,-11
2000-06-04 00:30:00,5.814166666666667,4.775166666666667,-0.13894444444444445,-2.915111111111111,-443.958,50.851,-41.60666666666666,448.71333333333337,4.412633333333333,107272.0,-12
2000-06-04 00:35:00,5.691947368421052,5.219947368421053,-1.0521052631578947,-1.589,-441.66319999999996,38.2182,-28.2308,444.29800000000006,4.47478,115293.51999999999,-12
2000-06-04 00:40:00,5.728947368421053,4.620052631578948,0.43278947368421045,-3.1165263157894736,-443.36719999999997,47.6576,-38.275999999999996,447.534,4.44802,105880.0,-12
2000-06-04 00:45:00,5.726263157894738,4.661684210526316,-0.30478947368421055,-3.066894736842105,-442.8634,44.1284,-41.694399999999995,446.86800000000005,4.190060000000001,107573.81999999999,-12
2000-06-04 00:50:00,5.866,5.375166666666667,-1.741111111111111,-1.4664444444444444,-435.97575,32.96025,-36.866749999999996,438.6325,4.2775,99216.675,-12
2000-06-04 00:55:00,5.803263157894737,5.2368421052631575,-2.2080526315789473,-1.0393684210526317,-437.69359999999995,31.114599999999996,-34.9356,440.064,4.312399999999999,101297.38,-12
