datetime,Bmag,Bx,By,Bz,Proton_speed_x,Proton_speed_y,Proton_speed_z,Proton_speed,Proton_density,Proton_temp,SYM_H
1999-11-09 00:00:00,8.003,-0.618,6.367,4.788,,,,,,,-43
1999-11-09 00:05:00,8.024277777777778,-3.5616666666666665,6.042944444444444,3.0084444444444447,-605.4288,-28.6916,-47.169200000000004,607.9680000000001,5.36488,139170.88,-44
1999-11-09 00:10:00,8.045736842105264,-3.6087894736842108,6.372947368421053,2.0868947368421056,-606.1006,-30.7306,-38.857,608.29,5.4235,135224.24,-45
1999-11-09 00:15:00,7.9810526315789465,-2.574105263157895,6.238947368421052,3.2872105263157896,-618.7273333333334,-33.217666666666666,-45.371,624.7125,5.304625,156023.275,-42
1999-11-09 00:20:00,7.7813333333333325,-6.508166666666667,2.720833333333333,-1.0610555555555556,-589.9162,3.6316,-21.4654,590.628,5.05176,146353.8,-41
1999-11-09 00:25:00,8.025052631578948,-5.680315789473684,2.1064736842105263,-4.858421052631579,-595.489,10.607,1.8037999999999996,595.684,5.56524,149570.7,-42
1999-11-09 00:30:00,7.974736842105264,-5.50921052631579,1.6340526315789474,-4.178315789473684,-599.405,13.149000000000001,-4.67775,600.085,5.5662,144687.225,-46
1999-11-09 00:35:00,7.745263157894737,-3.5757894736842104,4.093894736842105,4.0895789473684205,-606.1485,-18.791,-59.06925,609.365,6.0204249999999995,156475.25,-49
1999-11-09 00:40:00,7.631055555555556,-4.097722222222222,4.662777777777778,2.6235,-611.5408,-19.4638,-46.1978,614.008,5.2174,169222.7,-51
1999-11-09 00:45:00,7.675894736842106,-6.4491578947368415,0.9202631578947368,-1.465421052631579,-591.67025,17.0305,-16.23525,593.08,5.894325,151880.2,-52
1999-11-09 00:50:00,7.697684210526316,-7.168736842105263,1.6157894736842104,-1.3766842105263157,-586.5222,16.069,-18.062,587.348,5.53168,153405.44,-51
1999-11-09 00:55:00,8.089684210526316,-7.308210526315789,1.940421052631579,-2.178421052631579,-587.443,14.372,-14.1624,588.004,5.52228,143546.22,-50
1999-11-09 01:00:00,7.885777777777779,-7.154111111111111,0.1868888888888889,-1.9009444444444443,-584.0237500000001,22.13975,-16.729,584.8425,5.4224,142790.92500000002,-49
1999-11-09 01:05:00,7.919842105263158,-7.50078947368421,-0.3923684210526316,-1.3798947368421053,-583.46175,25.60575,-14.69825,584.39,5.48565,133047.4,-49
1999-11-09 01:10:00,7.819052631578948,-7.145526315789473,1.2314736842105263,-1.2613684210526317,-586.455,2.6629999999999994,-12.6362,587.038,5.37144,143744.41999999998,-47
1999-11-09 01:15:00,7.830684210526315,-6.713263157894737,2.742210526315789,0.35457894736842105,-589.5032,-6.4896,-33.693200000000004,590.932,5.2889,145335.53999999998,-45
1999-11-09 01:20:00,7.840333333333334,-5.955722222222223,3.2733333333333334,1.0968333333333335,-593.37075,-16.902,-30.389499999999998,594.7125,5.352075,149867.025,-44
1999-11-09 01:25:00,7.860052631578948,-6.09078947368421,2.971631578947368,1.892105263157895,-596.2724000000001,-10.9256,-52.8402,599.0699999999999,5.67432,147264.12,-45
1999-11-09 01:30:00,7.8253157894736844,-4.549631578947368,5.327421052631579,-1.5718947368421052,-607.7565999999999,-34.4238,-18.058600000000002,609.2639999999999,5.16948,137998.58,-47
1999-11-09 01:35:00,7.669894736842106,-5.263947368421053,2.8142105263157893,-1.4543684210526315,-602.5575,14.159999999999998,-7.495000000000001,604.155,5.625925,144941.6,-50
