datetime,V_GSM_X,V_GSM_Y,V_GSM_Z,Vp,Np,Tpr
2011-03-07 00:00:11,-426.547,-50.98,-9.829,429.64,,
2011-03-07 00:01:15,-427.79,-45.761,-8.411,430.26,,
2011-03-07 00:02:19,-426.845,-54.555,-5.93,430.3,,
2011-03-07 00:03:23,-426.916,-48.909,-9.514,429.76,,
2011-03-07 00:04:27,-422.334,-37.743,-19.645,424.43,,
2011-03-07 00:05:31,-425.094,-47.395,-15.67,427.96,,
2011-03-07 00:06:35,-426.657,-41.049,-21.752,429.14,,
2011-03-07 00:07:39,-428.244,-47.596,-13.299,431.03,,
2011-03-07 00:08:43,-428.765,-47.043,-1.167,431.28,,
2011-03-07 00:09:47,-427.948,-44.907,-4.877,430.27,,
2011-03-07 00:10:51,-428.236,-39.92,-10.646,430.18,,
2011-03-07 00:11:55,-429.473,-44.955,-7.877,431.83,,
2011-03-07 00:12:59,,,,,,
2011-03-07 00:14:03,-429.278,-41.974,-13.862,431.5,,
2011-03-07 00:15:07,-428.931,-42.226,-15.696,431.24,,
2011-03-07 00:16:11,-428.949,-45.434,-10.797,431.42,,
2011-03-07 00:17:15,-429.488,-43.332,-12.756,431.8,,
2011-03-07 00:18:19,-432.479,-43.221,-8.214,434.65,,
2011-03-07 00:19:23,-430.455,-39.016,-10.742,432.3,,
2011-03-07 00:20:27,-427.511,-42.93,-8.209,429.68,,
2011-03-07 00:21:31,-430.724,-43.327,-10.785,432.97,,
2011-03-07 00:22:35,-427.364,-35.021,-12.152,428.92,,
2011-03-07 00:23:39,-427.269,-39.848,-9.33,429.17,,
2011-03-07 00:24:43,-427.761,-46.969,-2.27,430.27,,
2011-03-07 00:25:47,-426.349,-40.068,-5.094,428.2,,
2011-03-07 00:26:51,-428.963,-44.174,-8.727,431.25,,
2011-03-07 00:27:55,-427.782,-44.795,-0.266,430.05,,
2011-03-07 00:28:59,-427.315,-40.341,-7.898,429.22,,
2011-03-07 00:30:03,-428.099,-42.37,-5.056,430.15,,
2011-03-07 00:31:07,-427.623,-39.865,-13.336,429.62,,
2011-03-07 00:32:11,-426.502,-42.798,-7.402,428.64,,
2011-03-07 00:33:15,-427.597,-37.18,-17.853,429.53,,
2011-03-07 00:34:19,-425.824,-45.311,3.059,428.16,,
2011-03-07 00:35:23,-425.976,-43.636,-6.795,428.19,,
2011-03-07 00:36:27,-422.953,-42.239,-13.716,425.21,,
2011-03-07 00:37:31,-424.831,-38.415,-3.502,426.51,,
2011-03-07 00:38:35,-424.474,-44.684,4.501,426.76,,
2011-03-07 00:39:39,-426.192,-48.519,-3.766,428.87,,
2011-03-07 00:40:43,-423.935,-43.104,-1.903,426.04,,
2011-03-07 00:41:47,-425.227,-48.253,0.012,427.86,,
2011-03-07 00:42:51,-427.045,-48.4,0.304,429.69,,
2011-03-07 00:43:55,-423.29,-41.486,-3.147,425.25,,
2011-03-07 00:44:59,-422.353,-39.739,-1.033,424.14,,
2011-03-07 00:46:03,,,,,,
2011-03-07 00:47:07,-424.741,-42.366,-12.596,426.96,,
2011-03-07 00:48:11,-422.856,-40.351,-9.279,424.8,,
2011-03-07 00:49:15,-423.312,-36.914,-9.557,424.96,,
2011-03-07 00:50:19,-422.056,-38.529,-1.448,423.74,,
2011-03-07 00:51:23,-428.036,-46.646,-5.895,430.52,,
2011-03-07 00:52:27,-427.452,-47.608,-17.455,430.36,,
2011-03-07 00:53:31,-426.193,-43.636,-13.032,428.54,,
2011-03-07 00:54:35,-424.565,-39.489,-17.963,426.7,,
2011-03-07 00:55:39,-424.62,-37.361,-19.512,426.64,,
2011-03-07 00:56:43,-426.54,-36.766,-18.9,428.47,,
2011-03-07 00:57:47,-426.153,-43.619,-15.099,428.56,,
2011-03-07 00:58:51,-427.416,-43.311,-16.604,429.84,,
2011-03-07 00:59:55,-425.028,-44.387,-14.468,427.49,,
2011-03-07 01:00:59,-424.239,-46.759,-20.798,427.22,,
2011-03-07 01:02:03,-422.18,-47.595,-24.23,425.45,,
2011-03-07 01:03:07,-417.547,-51.01,-26.842,421.41,,
2011-03-07 01:04:11,-419.731,-42.391,-28.24,422.73,,
2011-03-07 01:05:15,-421.715,-37.21,-27.215,424.16,,
2011-03-07 01:06:19,-421.67,-38.582,-29.184,424.37,,
2011-03-07 01:07:23,-421.423,-37.482,-27.184,423.89,,
2011-03-07 01:08:27,-425.264,-32.387,-29.223,427.44,,
2011-03-07 01:09:31,-423.636,-31.426,-31.414,425.91,,
2011-03-07 01:10:35,-425.634,-27.242,-30.818,427.57,,
2011-03-07 01:11:39,-424.618,-29.659,-27.816,426.51,,
2011-03-07 01:12:43,-424.344,-27.813,-30.204,426.28,,
2011-03-07 01:13:47,-423.747,-27.767,-28.643,425.57,,
2011-03-07 01:14:51,-426.054,-25.336,-29.83,427.81,,
2011-03-07 01:15:55,-422.5,-27.257,-24.256,424.02,,
2011-03-07 01:16:59,-426.392,-22.829,-29.846,428.01,,
2011-03-07 01:18:03,-423.36,-33.394,-25.53,425.38,,
2011-03-07 01:19:07,,,,,,
2011-03-07 01:20:11,-426.111,-28.921,-29.0,428.02,,
2011-03-07 01:21:15,-426.105,-26.051,-28.38,427.8,,
2011-03-07 01:22:19,-427.144,-26.565,-28.319,428.86,,
2011-03-07 01:23:23,-423.802,-26.4,-25.722,425.35,,
2011-03-07 01:24:27,-425.134,-27.615,-29.336,426.99,,
2011-03-07 01:25:31,-424.769,-18.787,-24.889,425.88,,
2011-03-07 01:26:35,-426.968,-17.053,-27.139,428.15,,
2011-03-07 01:27:39,-428.793,-12.517,-29.994,430.01,,
2011-03-07 01:28:43,-427.832,-11.105,-30.201,429.04,,
2011-03-07 01:29:47,-428.658,-14.303,-29.878,429.92,,
2011-03-07 01:30:51,-429.114,-7.355,-29.615,430.2,,
2011-03-07 01:31:55,-428.814,-15.752,-32.04,430.28,,
2011-03-07 01:32:59,-429.391,-10.961,-32.69,430.77,,
2011-03-07 01:34:03,-429.072,-11.037,-31.391,430.36,,
2011-03-07 01:35:07,-422.989,-17.178,-21.949,423.88,,
2011-03-07 01:36:11,,,,,,
2011-03-07 01:37:15,-422.755,-5.779,-25.307,423.56,,
2011-03-07 01:38:19,-420.815,-4.248,-31.274,422.01,,
2011-03-07 01:39:23,-421.338,-0.178,-26.354,422.19,,
2011-03-07 01:40:27,-421.999,-12.478,-22.832,422.79,,
2011-03-07 01:41:31,-423.206,-6.325,-23.68,423.92,,
2011-03-07 01:42:35,-421.902,-0.841,-32.578,423.19,,
2011-03-07 01:43:39,-422.01,-0.867,-30.039,423.11,,
2011-03-07 01:44:43,-421.675,-0.772,-34.875,423.15,,
2011-03-07 01:45:47,-423.277,0.562,-25.764,424.09,,
2011-03-07 01:46:51,-420.753,2.14,-18.858,421.21,,
2011-03-07 01:47:55,-425.33,-1.498,-25.236,426.1,,
2011-03-07 01:48:59,-416.334,5.793,-18.983,416.85,,
2011-03-07 01:50:03,-417.441,-5.098,-21.177,418.02,,
2011-03-07 01:51:07,-416.671,10.542,-25.417,417.64,,
2011-03-07 01:52:11,,,,,,
2011-03-07 01:53:15,-427.878,-6.012,-35.461,429.41,,
2011-03-07 01:54:19,-429.193,2.93,-33.097,430.52,,
2011-03-07 01:55:23,-422.917,5.784,-32.7,424.27,,
2011-03-07 01:56:27,-426.327,-3.547,-36.79,427.95,,
2011-03-07 01:57:31,-426.685,-2.442,-27.415,427.59,,
2011-03-07 01:58:35,-425.661,-6.483,-34.225,427.1,,
2011-03-07 01:59:39,-423.461,1.595,-31.062,424.64,,
2011-03-07 02:00:43,-429.567,-11.393,-38.032,431.4,,
2011-03-07 02:01:47,-430.614,-3.093,-38.519,432.38,,
2011-03-07 02:02:51,-429.244,-3.062,-32.084,430.48,,
2011-03-07 02:03:55,-433.247,-6.698,-32.865,434.56,,
2011-03-07 02:04:59,-430.185,-2.077,-36.831,431.8,,
2011-03-07 02:06:03,-432.248,-1.83,-31.88,433.46,,
2011-03-07 02:07:07,-427.859,4.622,-33.292,429.23,,
2011-03-07 02:08:11,-427.39,4.85,-24.34,428.16,,
2011-03-07 02:09:15,-425.015,3.84,-29.658,426.11,,
2011-03-07 02:10:19,-425.788,5.233,-29.556,426.9,,
2011-03-07 02:11:23,-426.887,4.818,-24.744,427.68,,
2011-03-07 02:12:27,-425.459,3.913,-27.1,426.38,,
2011-03-07 02:13:31,-423.125,6.053,-29.96,424.28,,
2011-03-07 02:14:35,-424.147,2.525,-26.327,425.01,,
2011-03-07 02:15:39,-415.919,8.423,-14.48,416.31,,
2011-03-07 02:16:43,-425.045,-1.302,-32.151,426.3,,
2011-03-07 02:17:47,-413.599,6.532,-14.2,413.94,,
2011-03-07 02:18:51,-414.483,-3.202,-15.938,414.81,,
2011-03-07 02:19:55,-411.108,1.123,-13.026,411.34,,
2011-03-07 02:20:59,-416.798,0.629,-24.95,417.58,,
2011-03-07 02:22:03,,,,,,
2011-03-07 02:23:07,-418.479,-6.945,-22.95,419.17,,
2011-03-07 02:24:11,-418.747,2.514,-19.317,419.24,,
2011-03-07 02:25:15,,,,,,
2011-03-07 02:26:19,-419.428,-2.022,-17.98,419.84,,
2011-03-07 02:27:23,-426.738,-3.487,-31.094,427.91,,
2011-03-07 02:28:27,-422.767,0.012,-25.858,423.59,,
2011-03-07 02:29:31,-417.372,1.676,-23.759,418.09,,
2011-03-07 02:30:35,-417.617,-1.244,-21.82,418.21,,
2011-03-07 02:31:39,-419.044,5.768,-30.703,420.27,,
2011-03-07 02:32:43,-420.318,-7.321,-31.712,421.59,,
2011-03-07 02:33:47,-416.26,2.038,-26.586,417.16,,
2011-03-07 02:34:51,-420.346,0.851,-27.075,421.26,,
2011-03-07 02:35:55,-412.87,-2.891,-23.862,413.59,,
2011-03-07 02:36:59,-413.22,-0.41,-15.506,413.53,,
2011-03-07 02:38:03,-414.167,-12.689,-18.582,414.76,,
2011-03-07 02:39:07,-417.584,-16.476,-17.176,418.22,,
2011-03-07 02:40:11,-411.83,-3.987,-7.604,411.92,,
2011-03-07 02:41:15,-417.397,-12.638,-25.69,418.37,,
2011-03-07 02:42:19,-413.869,-0.646,-15.825,414.19,,
2011-03-07 02:43:23,-416.486,-12.811,-17.616,417.03,,
2011-03-07 02:44:27,-410.617,4.927,-12.577,410.88,,
2011-03-07 02:45:31,-418.241,-16.318,-21.293,419.07,,
2011-03-07 02:46:35,-411.403,-0.617,-26.689,412.31,,
2011-03-07 02:47:39,-414.002,-5.942,-22.734,414.68,,
2011-03-07 02:48:43,-413.129,-7.083,-15.574,413.48,,
2011-03-07 02:49:47,-410.528,4.994,-18.069,411.0,,
2011-03-07 02:50:51,-410.235,13.045,-19.05,410.97,,
2011-03-07 02:51:55,-410.485,7.187,-9.496,410.7,,
2011-03-07 02:52:59,-407.814,1.426,-8.938,407.94,,
2011-03-07 02:54:03,-409.078,11.012,-19.201,409.75,,
2011-03-07 02:55:07,-411.527,-5.607,-10.564,411.7,,
2011-03-07 02:56:11,-410.876,-7.165,-9.853,411.05,,
2011-03-07 02:57:15,-414.299,4.199,-29.301,415.42,,
2011-03-07 02:58:19,,,,,,
2011-03-07 02:59:23,-414.766,0.696,-16.791,415.14,,
2011-03-07 03:00:27,-411.233,-4.252,-23.852,411.97,,
2011-03-07 03:01:31,-409.451,8.022,-14.442,409.84,,
2011-03-07 03:02:35,-416.468,-4.441,-30.786,417.66,,
2011-03-07 03:03:39,-414.818,9.543,-11.258,415.14,,
2011-03-07 03:04:43,-415.518,4.846,-19.826,416.07,,
2011-03-07 03:05:47,-419.401,-7.968,-25.892,420.28,,
2011-03-07 03:06:51,-416.634,1.327,-29.6,417.74,,
2011-03-07 03:07:55,-413.988,12.354,-19.166,414.7,,
2011-03-07 03:08:59,-414.812,1.728,-28.795,415.87,,
2011-03-07 03:10:03,-413.543,-1.455,-33.197,414.92,,
2011-03-07 03:11:07,-419.457,0.681,-23.461,420.16,,
2011-03-07 03:12:11,-415.036,-4.461,-23.716,415.76,,
2011-03-07 03:13:15,-412.089,2.176,-17.039,412.49,,
2011-03-07 03:14:19,-417.743,-14.254,-29.012,418.98,,
2011-03-07 03:15:23,-430.266,-24.258,-36.551,432.46,,
2011-03-07 03:16:27,-430.75,-15.974,-35.593,432.51,,
2011-03-07 03:17:31,-426.323,-20.406,-35.593,428.27,,
2011-03-07 03:18:35,-425.954,-18.269,-33.666,427.65,,
2011-03-07 03:19:39,-423.956,-20.708,-33.892,425.78,,
