datetime,Magnitude,BGSM_X,BGSM_Y,BGSM_Z
2001-11-20 00:00:04,7.117,-1.484,5.662,-4.043
2001-11-20 00:00:20,7.143,-1.513,5.594,-4.174
2001-11-20 00:00:36,7.088,-0.67,5.48,-4.44
2001-11-20 00:00:52,7.041,-0.095,5.425,-4.458
2001-11-20 00:01:08,7.064,-0.639,5.495,-4.334
2001-11-20 00:01:24,7.035,-1.72,5.641,-3.823
2001-11-20 00:01:40,7.101,-2.258,5.745,-3.48
2001-11-20 00:01:56,7.082,-2.564,5.926,-2.894
2001-11-20 00:02:12,6.97,-2.776,5.768,-2.731
2001-11-20 00:02:28,7.004,-3.146,5.58,-2.803
2001-11-20 00:02:44,7.145,-3.371,5.819,-2.4
2001-11-20 00:03:00,6.985,-2.926,5.754,-2.658
2001-11-20 00:03:16,7.181,-2.255,6.023,-3.148
2001-11-20 00:03:32,7.157,-2.251,6.262,-2.623
2001-11-20 00:03:48,7.088,-1.811,5.922,-3.397
2001-11-20 00:04:04,7.05,-0.763,5.868,-3.641
2001-11-20 00:04:20,7.158,0.634,5.531,-4.471
2001-11-20 00:04:36,7.051,1.205,5.228,-4.572
2001-11-20 00:04:52,6.866,1.594,4.847,-4.563
2001-11-20 00:05:08,6.694,1.606,4.469,-4.694
2001-11-20 00:05:24,7.011,1.342,5.209,-4.482
2001-11-20 00:05:40,6.834,1.403,5.41,-3.884
2001-11-20 00:05:56,6.931,1.44,5.112,-4.447
2001-11-20 00:06:12,6.99,-0.343,5.805,-3.661
2001-11-20 00:06:28,7.248,-1.786,6.308,-3.084
2001-11-20 00:06:44,7.154,-1.461,6.381,-2.87
2001-11-20 00:07:00,6.935,-1.526,6.344,-2.32
2001-11-20 00:07:16,7.114,-2.301,6.373,-2.147
2001-11-20 00:07:32,7.401,-2.477,6.798,-1.538
2001-11-20 00:07:48,7.451,-2.736,6.654,-1.799
2001-11-20 00:08:04,7.537,-3.3,6.393,-2.244
2001-11-20 00:08:20,7.462,-3.186,6.404,-2.12
2001-11-20 00:08:36,7.449,-3.263,6.421,-1.897
2001-11-20 00:08:52,7.536,-3.253,6.526,-1.903
2001-11-20 00:09:08,7.556,-3.178,6.551,-2.011
2001-11-20 00:09:24,7.471,-2.975,6.615,-1.785
2001-11-20 00:09:40,7.59,-3.252,6.573,-1.953
2001-11-20 00:09:56,7.62,-3.434,6.47,-2.088
2001-11-20 00:10:12,7.555,-3.751,6.211,-2.092
2001-11-20 00:10:28,7.582,-3.718,6.307,-1.966
2001-11-20 00:10:44,7.567,-3.716,6.291,-1.962
2001-11-20 00:11:00,7.516,-3.653,6.216,-2.118
2001-11-20 00:11:16,7.49,-3.739,6.126,-2.141
2001-11-20 00:11:32,7.398,-3.771,6.019,-2.069
2001-11-20 00:11:48,7.159,-4.046,5.547,-2.021
2001-11-20 00:12:04,7.218,-4.083,5.619,-1.943
2001-11-20 00:12:20,7.258,-3.955,5.807,-1.783
2001-11-20 00:12:36,7.234,-4.46,5.534,-1.314
2001-11-20 00:12:52,7.335,-4.476,5.578,-1.612
2001-11-20 00:13:08,7.265,-4.083,5.734,-1.769
2001-11-20 00:13:24,7.334,-3.827,6.004,-1.752
2001-11-20 00:13:40,7.372,-4.252,5.804,-1.588
2001-11-20 00:13:56,7.326,-4.173,5.886,-1.222
2001-11-20 00:14:12,7.145,-3.396,6.029,-1.728
2001-11-20 00:14:28,7.011,-2.81,6.125,-1.912
2001-11-20 00:14:44,6.984,-2.975,6.084,-1.68
2001-11-20 00:15:00,7.056,-2.923,6.257,-1.367
2001-11-20 00:15:16,6.945,-2.027,6.253,-2.202
2001-11-20 00:15:32,6.938,-2.1,6.123,-2.465
