datetime,Magnitude,BGSM_X,BGSM_Y,BGSM_Z
2000-06-04 00:00:09,5.781,5.556,-1.122,-1.118
2000-06-04 00:00:25,5.725,5.46,-1.266,-1.137
2000-06-04 00:00:41,5.703,5.335,-1.003,-1.705
2000-06-04 00:00:57,5.779,5.405,-0.946,-1.773
2000-06-04 00:01:13,5.743,5.36,-0.89,-1.759
2000-06-04 00:01:29,5.766,5.564,-1.393,-0.521
2000-06-04 00:01:45,5.793,5.56,-1.255,-0.969
2000-06-04 00:02:01,5.841,5.567,-1.078,-1.354
2000-06-04 00:02:17,5.819,5.466,-1.232,-1.495
2000-06-04 00:02:33,5.856,5.501,-1.035,-1.084
2000-06-04 00:02:49,5.855,5.479,-1.174,-1.4
2000-06-04 00:03:05,5.801,5.133,-0.139,-2.213
2000-06-04 00:03:21,5.861,4.647,1.807,-3.042
2000-06-04 00:03:37,5.864,4.38,2.037,-3.311
2000-06-04 00:03:53,5.83,4.307,2.06,-3.324
2000-06-04 00:04:09,5.826,4.335,1.71,-3.479
2000-06-04 00:04:25,5.852,4.424,1.724,-3.393
2000-06-04 00:04:41,5.824,4.355,1.431,-3.568
2000-06-04 00:04:57,5.839,4.514,1.697,-3.265
2000-06-04 00:05:13,5.872,4.794,1.679,-2.923
2000-06-04 00:05:29,5.954,4.914,1.507,-2.993
2000-06-04 00:05:45,5.846,5.048,-0.328,-2.887
2000-06-04 00:06:01,5.849,4.909,0.426,-3.122
2000-06-04 00:06:17,5.813,4.324,1.076,-3.709
2000-06-04 00:06:33,5.826,5.065,0.154,-2.838
2000-06-04 00:06:49,5.858,5.11,-0.18,-2.801
2000-06-04 00:07:05,5.939,5.42,-1.887,-1.378
2000-06-04 00:07:21,5.888,5.301,-1.559,-1.75
2000-06-04 00:07:37,5.908,5.229,-2.421,-1.262
2000-06-04 00:07:53,5.901,5.146,-2.08,-1.892
2000-06-04 00:08:09,5.928,5.378,-1.924,-1.57
2000-06-04 00:08:25,6.031,5.54,-1.633,-1.719
2000-06-04 00:08:41,5.989,5.561,-1.135,-1.894
2000-06-04 00:08:57,5.954,5.553,-1.718,-1.256
2000-06-04 00:09:13,5.981,5.691,-0.992,-1.483
2000-06-04 00:09:29,5.978,5.578,-1.45,-1.538
2000-06-04 00:09:45,5.954,5.072,-2.698,-1.528
2000-06-04 00:10:01,6.01,5.277,-2.145,-1.803
2000-06-04 00:10:17,5.963,5.358,-2.038,-1.626
2000-06-04 00:10:33,5.951,5.388,-2.087,-1.378
2000-06-04 00:10:49,5.996,5.755,-1.494,-0.634
2000-06-04 00:11:05,6.009,5.597,-1.578,-1.461
2000-06-04 00:11:21,5.976,5.369,-0.869,-2.453
2000-06-04 00:11:37,6.0,5.476,-1.461,-1.865
2000-06-04 00:11:53,5.988,5.542,-1.997,-1.019
2000-06-04 00:12:09,6.018,5.507,-2.172,-1.042
2000-06-04 00:12:25,5.959,5.172,-2.808,-0.907
2000-06-04 00:12:41,5.95,5.33,-2.426,-0.907
2000-06-04 00:12:57,5.962,5.61,-1.537,-1.209
2000-06-04 00:13:13,5.98,5.391,-1.098,-2.312
2000-06-04 00:13:29,5.959,5.266,-0.695,-2.686
2000-06-04 00:13:45,5.923,5.063,-0.055,-2.961
2000-06-04 00:14:01,5.897,5.277,-1.791,-1.72
2000-06-04 00:14:17,5.897,4.774,-0.048,-3.422
2000-06-04 00:14:33,5.848,4.733,-0.403,-3.394
2000-06-04 00:14:49,5.935,4.839,-1.07,-3.251
2000-06-04 00:15:05,5.931,4.416,-1.581,-3.597
2000-06-04 00:15:21,5.845,4.732,-1.525,-3.008
2000-06-04 00:15:37,5.907,4.747,-1.649,-3.073
2000-06-04 00:15:53,5.895,5.018,-1.211,-2.816
2000-06-04 00:16:09,5.852,5.173,-0.41,-2.635
2000-06-04 00:16:25,5.84,5.269,-0.382,-2.334
2000-06-04 00:16:41,5.844,5.091,-1.357,-2.473
2000-06-04 00:16:57,5.928,4.947,-1.349,-2.952
2000-06-04 00:17:13,5.841,5.244,-1.159,-2.261
2000-06-04 00:17:29,5.89,5.025,-0.664,-2.956
2000-06-04 00:17:45,5.831,4.635,-0.532,-3.435
2000-06-04 00:18:01,5.827,4.202,-0.355,-3.971
2000-06-04 00:18:17,5.908,4.299,-0.338,-3.993
2000-06-04 00:18:33,5.9,4.338,0.566,-3.889
2000-06-04 00:18:49,5.819,4.044,0.569,-4.087
2000-06-04 00:19:05,5.893,4.037,0.785,-4.21
2000-06-04 00:19:21,5.906,4.025,0.832,-4.229
2000-06-04 00:19:37,5.83,4.545,0.538,-3.573
2000-06-04 00:19:53,5.91,4.529,1.543,-3.346
2000-06-04 00:20:09,5.836,4.79,-1.326,-2.971
2000-06-04 00:20:25,5.801,4.691,-1.256,-3.13
2000-06-04 00:20:41,5.903,4.813,-1.628,-2.987
2000-06-04 00:20:57,5.874,4.76,-1.603,-3.033
2000-06-04 00:21:13,5.782,4.497,-1.591,-3.255
2000-06-04 00:21:29,5.834,4.408,-1.416,-3.528
2000-06-04 00:21:45,5.835,4.795,-1.142,-3.108
2000-06-04 00:22:01,5.789,4.804,-0.926,-3.04
2000-06-04 00:22:17,5.824,4.91,-1.02,-2.94
2000-06-04 00:22:33,5.965,4.556,-0.156,-3.72
2000-06-04 00:22:49,5.928,4.746,-0.082,-3.532
2000-06-04 00:23:05,5.979,5.063,-0.796,-3.061
2000-06-04 00:23:21,6.023,5.179,-1.386,-2.722
2000-06-04 00:23:37,6.021,5.295,-1.879,-2.123
2000-06-04 00:23:53,6.038,5.311,-2.301,-1.708
2000-06-04 00:24:09,5.962,5.22,-2.186,-1.857
2000-06-04 00:24:25,5.952,5.108,-2.319,-1.966
2000-06-04 00:24:41,6.013,5.241,-2.249,-1.891
2000-06-04 00:24:57,6.01,5.175,-2.361,-1.91
2000-06-04 00:25:13,5.995,5.103,-2.31,-2.1
2000-06-04 00:25:29,5.95,4.718,-0.656,-3.511
2000-06-04 00:25:45,5.858,4.352,-0.12,-3.889
2000-06-04 00:26:01,5.851,4.024,0.615,-4.177
2000-06-04 00:26:17,5.872,4.699,0.118,-3.509
2000-06-04 00:26:33,5.846,4.917,-0.325,-3.117
2000-06-04 00:26:49,5.833,4.917,-0.183,-3.119
2000-06-04 00:27:05,5.914,4.823,0.67,-3.277
2000-06-04 00:27:21,5.913,4.105,1.617,-3.915
2000-06-04 00:27:37,5.784,4.537,1.251,-3.32
2000-06-04 00:27:53,5.776,5.06,-0.637,-2.555
2000-06-04 00:28:09,5.743,5.402,-1.214,-1.468
2000-06-04 00:28:25,5.788,5.193,-0.681,-2.034
2000-06-04 00:28:41,5.697,4.485,-0.463,-3.153
2000-06-04 00:28:57,5.816,5.363,-1.649,-1.445
2000-06-04 00:29:13,5.74,5.434,-0.737,-1.516
2000-06-04 00:29:29,5.681,4.147,1.026,-3.573
2000-06-04 00:29:45,5.598,4.674,1.177,-2.794
2000-06-04 00:30:01,5.618,4.446,0.951,-3.203
2000-06-04 00:30:17,5.637,4.813,0.47,-2.873
2000-06-04 00:30:33,5.667,4.973,0.195,-2.673
2000-06-04 00:30:49,5.655,5.208,-0.378,-2.153
2000-06-04 00:31:05,5.651,5.249,-1.055,-1.769
2000-06-04 00:31:21,5.725,5.264,-1.128,-1.923
2000-06-04 00:31:37,5.729,5.206,-1.089,-2.115
2000-06-04 00:31:53,5.695,5.227,-0.881,-2.043
2000-06-04 00:32:09,5.696,5.296,-1.183,-1.716
2000-06-04 00:32:25,5.685,5.276,-1.24,-1.656
2000-06-04 00:32:41,5.704,5.301,-1.281,-1.631
2000-06-04 00:32:57,5.693,5.343,-1.438,-1.273
