datetime,V_GSM_X,V_GSM_Y,V_GSM_Z,Vp,Np,Tpr
1999-02-14 00:00:50,-480.158,-31.622,-2.108,481.23,6.8922,60662.4
1999-02-14 00:01:54,-485.361,-29.074,-3.719,486.27,6.2219,66576.3
1999-02-14 00:02:58,-486.636,-26.375,-3.948,487.39,6.8576,72501.7
1999-02-14 00:04:02,-486.793,-26.188,-3.34,487.53,6.2057,80656.9
1999-02-14 00:05:06,-486.692,-31.091,-0.667,487.72,6.6776,71573.8
1999-02-14 00:06:10,-487.443,-29.642,5.03,488.4,6.2749,77336.0
1999-02-14 00:07:14,-485.182,-28.856,2.742,486.08,6.5157,62501.8
1999-02-14 00:08:18,-487.574,-30.949,3.731,488.6,6.184,83247.9
1999-02-14 00:09:22,-474.025,-33.767,-11.624,475.41,6.4348,48054.0
1999-02-14 00:10:26,-478.227,-36.7,1.637,479.68,6.6391,53421.3
1999-02-14 00:11:30,-474.294,-38.482,-15.322,476.15,6.591,54216.3
1999-02-14 00:12:34,-482.085,-34.074,5.108,483.35,5.9687,53157.7
1999-02-14 00:13:38,-481.045,-34.047,5.354,482.32,6.7747,55894.1
1999-02-14 00:14:42,-479.376,-36.37,-2.363,480.8,7.3938,51054.4
1999-02-14 00:15:46,,,,,,
1999-02-14 00:16:50,-477.64,-39.069,-11.204,479.42,7.1276,53225.8
1999-02-14 00:17:54,-478.917,-37.534,-4.748,480.46,6.577,52146.3
1999-02-14 00:18:58,-473.496,-37.932,7.531,475.12,6.8727,53380.3
1999-02-14 00:20:02,-484.842,-26.273,15.487,485.83,6.5923,64217.6
1999-02-14 00:21:06,-475.576,-39.019,0.64,477.23,6.931,58068.2
1999-02-14 00:22:10,-477.337,-35.716,-0.286,478.72,6.4582,55102.9
1999-02-14 00:23:14,-482.714,-35.113,-0.888,484.04,6.2332,63969.3
1999-02-14 00:24:18,-479.076,-39.862,-16.223,481.07,6.4636,66624.2
1999-02-14 00:25:22,-468.964,-37.689,-23.241,471.11,6.6603,62749.2
1999-02-14 00:26:26,-470.762,-42.791,15.544,473.01,7.0919,57574.8
1999-02-14 00:27:30,-474.124,-44.859,10.508,476.42,6.4003,59642.0
1999-02-14 00:28:34,-470.096,-47.141,1.159,472.52,6.6149,55247.3
1999-02-14 00:29:38,-471.656,-43.69,-12.758,473.92,5.7987,69459.5
1999-02-14 00:30:42,-472.632,-44.647,-16.024,475.08,6.5139,60912.8
1999-02-14 00:31:46,-471.024,-40.102,-9.205,472.88,6.55,54270.4
1999-02-14 00:32:50,-475.56,-40.493,-13.042,477.53,6.5359,58545.4
1999-02-14 00:33:54,-458.866,-29.69,-32.666,461.05,7.673,43784.1
1999-02-14 00:34:58,-460.589,-32.575,-28.218,462.67,7.4197,59092.2
1999-02-14 00:36:02,-471.944,-40.008,-9.694,473.81,6.7819,60474.5
1999-02-14 00:37:06,-474.637,-38.765,-12.199,476.44,6.5377,62330.3
1999-02-14 00:38:10,-471.651,-38.367,-13.912,473.48,6.6397,56494.4
1999-02-14 00:39:14,-465.388,-39.005,-17.876,467.44,7.8373,54732.4
1999-02-14 00:40:18,-466.958,-37.456,-18.92,468.91,6.9,56089.8
1999-02-14 00:41:22,-474.708,-38.435,-11.04,476.46,6.7142,62865.8
1999-02-14 00:42:26,-475.993,-39.693,-13.661,477.92,6.6372,70158.3
1999-02-14 00:43:30,-472.56,-41.665,-15.323,474.72,6.6927,63505.6
1999-02-14 00:44:34,-467.482,-41.924,-19.804,469.86,6.6967,66483.0
1999-02-14 00:45:38,-473.942,-42.918,-13.841,476.17,6.6075,62008.2
1999-02-14 00:46:42,-470.554,-43.676,-15.116,472.91,6.4085,66549.8
1999-02-14 00:47:46,-467.259,-46.09,-14.663,469.85,6.7677,53990.7
1999-02-14 00:48:50,,,,,,
1999-02-14 00:49:54,-466.563,-39.794,-22.982,468.91,6.8287,61277.8
1999-02-14 00:50:58,-466.434,-38.048,-19.834,468.49,6.9479,58327.4
1999-02-14 00:52:02,-460.143,-28.422,-39.044,462.75,6.9876,50532.8
1999-02-14 00:53:06,-464.22,-31.049,-32.423,466.46,5.8841,64566.7
1999-02-14 00:54:10,-452.191,-35.688,-42.106,455.64,7.7246,41418.0
1999-02-14 00:55:14,-460.427,-34.71,-32.132,462.94,6.4056,47987.4
1999-02-14 00:56:18,-463.056,-38.839,-38.695,466.39,7.0753,50992.7
1999-02-14 00:57:22,-463.001,-31.058,-40.544,465.9,6.0876,50784.8
1999-02-14 00:58:26,-462.043,-31.481,-38.386,464.79,6.6027,53833.0
1999-02-14 00:59:30,-465.863,-31.235,-33.854,468.22,6.138,59159.7
1999-02-14 01:00:34,-463.436,-29.981,-35.984,465.88,6.056,52163.4
1999-02-14 01:01:38,-461.899,-36.209,-29.497,464.35,6.3394,50873.1
1999-02-14 01:02:42,,,,,,
1999-02-14 01:03:46,-472.155,-32.386,-29.229,474.25,6.9338,67256.9
1999-02-14 01:04:50,-469.436,-33.168,-29.155,471.6,7.0891,54903.3
1999-02-14 01:05:54,-471.836,-43.598,-18.974,474.33,6.4034,62968.1
1999-02-14 01:06:58,-471.297,-44.043,-19.975,473.88,6.0581,58941.4
1999-02-14 01:08:02,-462.585,-32.924,-28.728,464.74,5.4392,51887.2
1999-02-14 01:09:06,-457.685,-35.568,-34.749,460.48,7.554,51505.2
1999-02-14 01:10:10,-452.604,-37.124,-41.186,456.1,7.6818,40506.0
1999-02-14 01:11:14,-456.055,-33.917,-33.489,458.64,6.337,45887.0
1999-02-14 01:12:18,-456.24,-30.781,-43.769,459.47,7.5588,43079.9
1999-02-14 01:13:22,-447.635,-37.219,-33.237,450.52,6.1106,33853.9
1999-02-14 01:14:26,-450.614,-40.432,-32.328,453.7,6.7764,38544.5
1999-02-14 01:15:30,-456.59,-40.929,-26.815,459.32,6.3044,45132.8
1999-02-14 01:16:34,-459.348,-38.328,-26.322,461.81,7.0209,43019.9
1999-02-14 01:17:38,-450.482,-49.789,-14.846,453.6,6.4433,43176.0
1999-02-14 01:18:42,-449.119,-33.091,-37.156,451.98,7.6349,45678.8
1999-02-14 01:19:46,-448.606,-30.915,-30.85,450.83,6.2022,48233.8
1999-02-14 01:20:50,-444.951,-33.349,-26.144,447.07,6.1956,40663.4
1999-02-14 01:21:54,,,,,,
1999-02-14 01:22:58,-458.821,-45.501,-19.891,461.63,6.5176,49073.2
1999-02-14 01:24:02,-460.828,-38.72,-22.125,463.09,7.4749,55519.2
1999-02-14 01:25:06,-457.33,-33.699,-38.516,460.3,7.6935,45264.1
1999-02-14 01:26:10,-463.41,-26.895,-29.304,465.2,6.3444,62185.7
1999-02-14 01:27:14,-459.043,-32.471,-23.997,460.92,6.436,58157.4
1999-02-14 01:28:18,-456.13,-36.306,-27.852,458.54,6.4093,48408.0
1999-02-14 01:29:22,-455.482,-34.897,-28.528,457.82,6.8013,48671.1
1999-02-14 01:30:26,-456.154,-33.215,-29.202,458.4,7.0964,48322.8
1999-02-14 01:31:30,-456.676,-43.289,-24.008,459.49,6.8453,46035.2
1999-02-14 01:32:34,-455.828,-39.703,-19.143,458.08,6.3066,53723.0
1999-02-14 01:33:38,-453.883,-45.228,-20.058,456.71,6.938,46866.7
1999-02-14 01:34:42,-465.257,-32.568,-30.793,467.52,6.0186,64613.7
1999-02-14 01:35:46,-465.605,-31.264,-26.809,467.53,5.6234,72508.7
1999-02-14 01:36:50,-457.577,-42.023,2.629,459.63,6.3041,41417.4
1999-02-14 01:37:54,-463.009,-48.393,4.267,465.68,6.2276,48954.4
1999-02-14 01:38:58,-465.82,-42.439,6.521,467.91,6.6139,48094.9
1999-02-14 01:40:02,-455.971,-44.841,11.534,458.44,6.8527,41982.9
1999-02-14 01:41:06,-457.428,-45.547,0.535,459.82,6.4424,46988.5
1999-02-14 01:42:10,-457.129,-31.855,-28.21,459.22,5.9647,45900.6
1999-02-14 01:43:14,-457.329,-46.639,-16.363,460.14,6.0479,43256.1
1999-02-14 01:44:18,-453.72,-46.172,-23.391,456.82,6.4155,40355.4
1999-02-14 01:45:22,-454.973,-37.15,-23.331,457.21,5.9351,43998.4
1999-02-14 01:46:26,-454.493,-41.892,-21.844,457.08,6.3226,43568.7
1999-02-14 01:47:30,-453.972,-43.086,-21.856,456.68,5.868,43146.1
1999-02-14 01:48:34,-453.854,-47.839,-23.856,457.15,6.2522,42170.2
1999-02-14 01:49:38,-454.936,-49.815,-21.602,458.33,5.7458,43035.0
1999-02-14 01:50:42,-455.201,-49.213,-21.731,458.54,6.236,39122.2
1999-02-14 01:51:46,-456.427,-47.725,-13.268,459.26,5.5148,43259.8
1999-02-14 01:52:50,-459.095,-46.021,-18.084,461.91,5.3657,42519.9
1999-02-14 01:53:54,-457.73,-48.799,-15.342,460.74,5.7658,45692.1
1999-02-14 01:54:58,,,,,,
1999-02-14 01:56:02,-456.533,-46.72,-16.702,459.38,5.9571,42683.5
1999-02-14 01:57:06,-457.69,-48.321,-12.174,460.56,6.0203,44771.2
1999-02-14 01:58:10,-455.276,-38.028,-21.495,457.51,6.1235,38032.2
1999-02-14 01:59:14,-453.644,-37.823,-21.316,455.86,6.2091,39566.7
1999-02-14 02:00:18,-453.858,-39.071,-19.449,456.09,6.3575,33944.9
1999-02-14 02:01:22,-448.933,-39.013,-20.356,451.23,5.9942,35375.6
1999-02-14 02:02:26,-441.579,-27.67,-30.829,443.64,6.187,30211.2
1999-02-14 02:03:30,-440.947,-28.583,-32.445,443.19,6.6466,33890.1
1999-02-14 02:04:34,-450.215,-37.236,-21.949,452.43,6.6361,35219.5
1999-02-14 02:05:38,-459.644,-30.563,-25.38,461.48,5.8577,46806.9
1999-02-14 02:06:42,-455.106,-31.689,-29.354,457.28,6.869,48381.6
1999-02-14 02:07:46,-450.944,-27.319,-35.376,453.28,6.754,39962.6
1999-02-14 02:08:50,-447.442,-28.488,-29.336,449.43,6.489,35355.4
