datetime,V_GSM_X,V_GSM_Y,V_GSM_Z,Vp,Np,Tpr
2016-10-09 00:01:03,-363.932,-15.843,21.218,364.92,3.3418,22524.2
2016-10-09 00:02:07,-363.9,-17.4,18.914,364.83,3.4547,17467.4
2016-10-09 00:03:11,-363.046,-16.005,21.473,364.06,3.3768,23352.9
2016-10-09 00:04:15,-361.57,-16.605,18.806,362.46,3.8317,22785.5
2016-10-09 00:05:19,-362.099,-15.568,18.895,362.95,3.3607,27299.9
2016-10-09 00:06:23,-362.133,-16.315,20.038,363.08,3.8285,21518.5
2016-10-09 00:07:27,-363.207,-14.5,21.517,364.17,3.4964,25998.8
2016-10-09 00:08:31,-362.411,-16.934,18.48,363.3,3.6969,21376.7
2016-10-09 00:09:35,-360.11,-16.178,17.368,360.91,3.677,29992.1
2016-10-09 00:10:39,-361.148,-14.656,20.97,362.09,4.0741,26836.4
2016-10-09 00:11:43,-362.912,-16.588,18.581,363.79,3.5033,25749.6
2016-10-09 00:12:47,-361.79,-13.086,24.823,362.93,3.9593,20486.9
2016-10-09 00:13:51,-363.498,-13.922,23.052,364.54,3.5853,22089.3
2016-10-09 00:14:55,-362.082,-14.046,23.117,363.13,3.9346,20640.6
2016-10-09 00:15:59,-361.151,-14.878,21.645,362.14,3.8025,26094.5
2016-10-09 00:17:03,-361.13,-15.5,21.131,362.11,3.8568,20070.1
2016-10-09 00:18:07,-360.386,-14.754,22.708,361.44,3.3192,25319.3
2016-10-09 00:19:11,-359.981,-15.103,22.756,361.06,3.5461,20374.4
2016-10-09 00:20:15,-358.317,-13.419,24.617,359.46,3.9632,25251.1
2016-10-09 00:21:19,-359.384,-12.755,23.916,360.46,3.3128,21119.5
2016-10-09 00:22:23,,,,,,
2016-10-09 00:23:27,-360.775,-13.507,24.158,361.89,3.4916,17348.7
2016-10-09 00:24:31,-356.518,-14.518,24.1,357.68,3.7623,24385.6
2016-10-09 00:25:35,-358.363,-12.605,25.48,359.55,,26842.5
2016-10-09 00:26:39,-360.901,-15.583,20.331,361.84,,24388.6
2016-10-09 00:27:43,-363.74,-15.152,20.03,364.64,,27822.1
2016-10-09 00:28:47,-361.65,-13.221,21.947,362.6,,24565.0
2016-10-09 00:29:51,-360.216,-11.808,24.82,361.32,,26940.4
2016-10-09 00:30:55,-361.394,-13.99,22.187,362.39,,21069.1
2016-10-09 00:31:59,-356.596,-15.62,19.952,357.53,,35424.8
2016-10-09 00:33:03,-357.976,-13.374,23.371,359.04,,29882.9
2016-10-09 00:34:07,-360.156,-13.742,20.714,361.06,,30793.9
2016-10-09 00:35:11,-358.315,-15.1,21.185,359.3,,25647.6
2016-10-09 00:36:15,-357.914,-14.718,20.984,358.87,,30948.7
2016-10-09 00:37:19,-352.768,-13.445,25.354,354.0,,33207.7
2016-10-09 00:38:23,-354.971,-14.294,21.79,355.97,,32409.3
2016-10-09 00:39:27,-352.91,-15.137,22.523,354.0,,32102.5
2016-10-09 00:40:31,-353.745,-14.692,21.708,354.76,,32120.2
2016-10-09 00:41:35,-352.955,-14.689,23.484,354.1,,35842.8
2016-10-09 00:42:39,-354.344,-14.75,20.965,355.32,,36520.7
2016-10-09 00:43:43,-353.224,-14.435,22.632,354.3,,37759.7
2016-10-09 00:44:47,-353.853,-13.354,23.448,354.94,,39766.5
2016-10-09 00:45:51,-353.959,-15.26,21.107,354.96,,33471.5
2016-10-09 00:46:55,-355.415,-15.433,19.689,356.34,,37496.0
2016-10-09 00:47:59,-354.449,-14.941,22.315,355.52,,38667.8
2016-10-09 00:49:03,-355.34,-14.285,21.476,356.33,,42405.1
2016-10-09 00:50:07,-357.533,-15.005,20.311,358.47,,34567.1
2016-10-09 00:51:11,-355.048,-15.134,20.898,356.03,,37767.2
2016-10-09 00:52:15,-353.288,-14.199,23.508,354.42,,36407.4
2016-10-09 00:53:19,-354.695,-14.871,19.914,355.61,,40859.4
2016-10-09 00:54:23,-356.252,-15.933,17.351,357.06,,44641.2
2016-10-09 00:55:27,,,,,,
2016-10-09 00:56:31,-356.288,-16.258,18.765,357.19,,37712.5
2016-10-09 00:57:35,-357.539,-17.656,16.791,358.39,,33086.8
2016-10-09 00:58:39,-359.531,-15.234,19.897,360.45,,36343.0
2016-10-09 00:59:43,-356.387,-16.351,20.475,357.39,,26570.6
2016-10-09 01:00:47,-354.957,-18.697,16.682,355.86,,33066.9
2016-10-09 01:01:51,-353.426,-20.063,15.42,354.34,,30618.5
2016-10-09 01:02:55,-357.411,-19.653,14.648,358.26,,35429.3
2016-10-09 01:03:59,-360.092,-19.99,14.083,360.93,,23744.0
2016-10-09 01:05:03,-361.464,-21.46,11.292,362.27,,25452.8
2016-10-09 01:06:07,-360.11,-22.064,12.02,360.98,,20315.0
2016-10-09 01:07:11,-355.727,-11.869,25.63,356.93,,31062.2
2016-10-09 01:08:15,-352.848,-13.962,23.411,353.97,,23247.5
2016-10-09 01:09:19,-352.445,-11.907,26.558,353.73,,18407.6
2016-10-09 01:10:23,-358.682,-19.549,14.53,359.52,,29698.8
2016-10-09 01:11:27,-360.053,-17.328,15.456,360.82,,35089.8
2016-10-09 01:12:31,-356.543,-18.656,17.045,357.46,,27249.8
2016-10-09 01:13:35,-354.909,-17.032,19.083,355.87,,34293.4
2016-10-09 01:14:39,-354.412,-16.804,20.316,355.44,,33127.7
2016-10-09 01:15:43,-357.477,-16.683,17.925,358.35,,39472.3
2016-10-09 01:16:47,-357.435,-19.14,16.542,358.35,,39616.5
2016-10-09 01:17:51,-352.944,-17.02,19.924,353.96,,30234.5
2016-10-09 01:18:55,-354.003,-18.008,18.613,354.98,,25049.6
2016-10-09 01:19:59,-353.582,-18.713,17.481,354.54,,27729.7
2016-10-09 01:21:03,-354.145,-17.92,18.346,355.11,,27069.4
2016-10-09 01:22:07,-355.618,-16.565,19.294,356.57,,28976.7
2016-10-09 01:23:11,-354.699,-19.386,16.882,355.65,,27360.4
2016-10-09 01:24:15,-356.185,-19.026,17.149,357.13,,23735.1
2016-10-09 01:25:19,-353.89,-18.501,18.356,354.88,,25376.7
2016-10-09 01:26:23,-357.341,-18.854,17.702,358.31,,23116.6
2016-10-09 01:27:27,-357.239,-19.414,17.193,358.2,,19935.3
2016-10-09 01:28:31,,,,,,
2016-10-09 01:29:35,-357.166,-17.408,19.826,358.18,,17646.7
2016-10-09 01:30:39,-355.688,-17.844,18.406,356.65,,27469.0
2016-10-09 01:31:43,-354.971,-19.508,16.769,355.93,,26271.8
2016-10-09 01:32:47,-353.246,-15.495,21.481,354.3,,29872.2
2016-10-09 01:33:51,-356.434,-13.838,21.348,357.41,,37423.8
2016-10-09 01:34:55,-357.57,-13.279,20.387,358.46,,39275.7
2016-10-09 01:35:59,-354.945,-16.058,19.749,355.91,,35621.1
2016-10-09 01:37:03,-356.03,-11.554,23.882,357.11,,38418.0
2016-10-09 01:38:07,-356.777,-14.458,20.174,357.7,,32241.4
2016-10-09 01:39:11,-355.244,-14.499,19.4,356.12,,36355.4
2016-10-09 01:40:15,-357.32,-12.948,20.941,358.24,,29841.9
2016-10-09 01:41:19,-356.994,-13.296,19.306,357.82,,32604.1
2016-10-09 01:42:23,-354.679,-12.077,21.441,355.61,,38976.7
2016-10-09 01:43:27,-357.255,-11.106,21.898,358.18,,39351.0
2016-10-09 01:44:31,-357.635,-16.193,18.499,358.53,,23424.9
2016-10-09 01:45:35,-359.241,-19.018,15.434,360.09,,21633.5
2016-10-09 01:46:39,-357.362,-19.095,15.092,358.21,,23721.1
2016-10-09 01:47:43,-358.208,-20.083,15.053,359.1,,21502.7
2016-10-09 01:48:47,-359.285,-18.386,13.35,360.01,,30514.3
2016-10-09 01:49:51,-360.529,-17.397,14.528,361.26,,25321.6
2016-10-09 01:50:55,-359.73,-20.97,12.885,360.57,,22692.7
2016-10-09 01:51:59,-360.562,-10.636,22.446,361.51,,37666.3
2016-10-09 01:53:03,-355.106,-11.958,20.786,355.99,,51425.0
2016-10-09 01:54:07,,,,,,
2016-10-09 01:55:11,,,,,,
2016-10-09 01:56:15,-359.676,-6.722,10.615,359.94,,56640.3
2016-10-09 01:57:19,-360.691,-0.383,21.332,361.45,,51337.6
2016-10-09 01:58:23,-362.514,-3.253,22.533,363.35,,63501.6
2016-10-09 01:59:27,-366.767,-5.82,18.164,367.35,,68650.7
2016-10-09 02:00:31,-364.09,-6.306,19.679,364.77,,59814.8
2016-10-09 02:01:35,,,,,,
2016-10-09 02:02:39,-356.893,-8.292,27.268,358.16,,45332.5
2016-10-09 02:03:43,-357.678,-8.727,27.21,358.95,,42490.1
2016-10-09 02:04:47,-359.415,-8.197,24.778,360.48,,49286.2
2016-10-09 02:05:51,-359.21,-6.271,26.229,360.35,,56617.3
2016-10-09 02:06:55,-357.757,-5.739,29.677,359.19,,48587.8
2016-10-09 02:07:59,-360.226,-8.052,24.737,361.28,,51491.3
2016-10-09 02:09:03,-356.023,-4.218,30.896,357.56,,48664.4
2016-10-09 02:10:07,-360.12,-8.491,23.255,361.08,,49624.2
2016-10-09 02:11:11,-362.134,-11.995,17.883,362.84,,46633.7
2016-10-09 02:12:15,-361.064,-8.298,21.441,361.9,,51813.7
2016-10-09 02:13:19,-361.047,-7.101,22.43,361.92,,56050.1
2016-10-09 02:14:23,-359.107,-7.0,23.254,360.04,,60906.0
2016-10-09 02:15:27,-362.362,-10.52,17.597,363.01,,58252.8
2016-10-09 02:16:31,-364.935,-11.46,17.893,365.62,,47805.4
2016-10-09 02:17:35,-364.619,-7.046,23.274,365.55,,45796.1
2016-10-09 02:18:39,-365.546,-8.817,21.534,366.38,,46233.3
2016-10-09 02:19:43,-367.356,-13.085,14.905,367.93,,49306.3
2016-10-09 02:20:47,-370.452,-5.199,20.586,371.17,,52846.4
2016-10-09 02:21:51,-369.088,-5.89,20.991,369.84,,54705.7
2016-10-09 02:22:55,-372.276,-12.271,12.548,372.72,,41558.6
2016-10-09 02:23:59,-370.104,-13.496,12.167,370.57,,58883.2
2016-10-09 02:25:03,-368.394,-14.406,12.086,368.89,,40697.7
2016-10-09 02:26:07,-369.017,-13.24,10.514,369.42,,56279.8
2016-10-09 02:27:11,-372.387,-14.141,8.531,372.75,,51544.1
2016-10-09 02:28:15,-375.25,-17.371,9.468,375.76,,43077.6
2016-10-09 02:29:19,-374.875,-24.054,-0.201,375.55,,42672.1
2016-10-09 02:30:23,-381.597,-13.119,8.895,381.93,,41138.8
2016-10-09 02:31:27,-376.171,-24.257,0.739,376.86,,46919.4
2016-10-09 02:32:31,-379.138,-20.559,6.453,379.71,,48288.2
2016-10-09 02:33:35,-380.61,-19.32,6.83,381.13,,32346.6
2016-10-09 02:34:39,,,,,,
