datetime,V_GSM_X,V_GSM_Y,V_GSM_Z,Vp,Np,Tpr
1998-08-02 00:00:11,-414.629,0.91,-13.477,414.82,12.5431,13414.1
1998-08-02 00:01:15,-415.303,1.399,-14.721,415.53,13.8343,10701.4
1998-08-02 00:02:19,-414.329,0.284,-14.975,414.56,12.2555,14464.4
1998-08-02 00:03:23,-411.927,-2.118,-15.484,412.19,14.9526,10230.5
1998-08-02 00:04:27,-408.902,0.373,-16.446,409.19,13.6404,12324.3
1998-08-02 00:05:31,-409.199,3.5,-13.657,409.4,16.8184,12427.6
1998-08-02 00:06:35,-412.278,-1.488,-15.753,412.54,14.5826,15817.2
1998-08-02 00:07:39,-412.118,-0.061,-18.7,412.49,16.3529,12451.7
1998-08-02 00:08:43,,,,,,
1998-08-02 00:09:47,-412.704,-4.63,-18.982,413.12,15.6527,12034.5
1998-08-02 00:10:51,-414.284,-3.542,-20.207,414.74,14.1416,15939.6
1998-08-02 00:11:55,-412.622,0.855,-18.655,412.99,14.2805,10367.5
1998-08-02 00:12:59,-409.296,4.323,-19.941,409.74,13.1163,12759.1
1998-08-02 00:14:03,-410.368,4.172,-19.0,410.77,15.4609,10608.2
1998-08-02 00:15:07,-409.991,2.297,-20.085,410.43,13.2654,12532.1
1998-08-02 00:16:11,-411.205,0.616,-23.047,411.78,12.7709,10466.8
1998-08-02 00:17:15,-410.028,2.279,-20.048,410.46,14.4975,13024.8
1998-08-02 00:18:19,-410.449,3.141,-22.216,410.99,16.3314,10660.3
1998-08-02 00:19:23,-409.281,2.652,-23.091,409.87,13.6057,12734.7
1998-08-02 00:20:27,-409.995,3.556,-21.144,410.49,15.8629,10599.8
1998-08-02 00:21:31,-409.322,1.647,-20.857,409.79,14.2641,12699.6
1998-08-02 00:22:35,-409.075,1.732,-21.663,409.58,15.6861,11411.5
1998-08-02 00:23:39,-408.766,2.198,-21.075,409.25,14.3294,14455.4
1998-08-02 00:24:43,-409.0,4.042,-18.68,409.38,16.1811,11074.7
1998-08-02 00:25:47,,,,,,
