datetime,V_GSM_X,V_GSM_Y,V_GSM_Z,Vp,Np,Tpr
2005-09-07 00:00:53,-424.451,-21.684,-12.971,425.16,3.8261,77846.6
2005-09-07 00:01:57,-423.75,-23.982,-8.293,424.47,3.986,75093.8
2005-09-07 00:03:01,-423.178,-24.522,-4.714,423.89,4.0075,71437.4
2005-09-07 00:04:05,-422.341,-23.435,-7.514,423.02,4.2202,68458.1
2005-09-07 00:05:09,-423.468,-22.47,0.82,424.05,3.9158,60396.2
2005-09-07 00:06:13,-422.47,-22.858,1.652,423.07,4.4748,57352.8
2005-09-07 00:07:17,-422.488,-24.035,3.349,423.17,4.1122,56569.8
2005-09-07 00:08:21,-422.908,-28.153,2.804,423.83,4.4787,51996.8
2005-09-07 00:09:25,-427.948,-23.681,2.517,428.59,4.7249,53663.0
2005-09-07 00:10:29,-425.754,-29.377,0.356,426.74,4.3764,53626.0
2005-09-07 00:11:33,-427.002,-24.162,2.077,427.67,4.0054,50854.5
2005-09-07 00:12:37,-425.261,-27.878,2.791,426.16,4.7414,49933.2
2005-09-07 00:13:41,-425.956,-25.456,1.108,426.7,3.9986,52304.7
2005-09-07 00:14:45,-424.747,-24.168,4.077,425.44,4.4764,48422.4
2005-09-07 00:15:49,-424.193,-23.792,2.145,424.85,4.1864,55087.6
2005-09-07 00:16:53,-423.784,-27.309,5.292,424.68,4.481,45626.5
2005-09-07 00:17:57,-427.503,-30.267,2.132,428.55,4.1059,42935.1
2005-09-07 00:19:01,-427.498,-30.734,5.46,428.62,5.365,41802.5
2005-09-07 00:20:05,-429.479,-26.805,2.401,430.3,4.1392,41906.7
2005-09-07 00:21:09,-426.268,-32.802,3.532,427.52,4.8145,44070.2
2005-09-07 00:22:13,-426.517,-27.541,1.211,427.38,4.2451,47729.6
2005-09-07 00:23:17,-427.057,-27.805,3.562,427.95,4.7628,40619.5
2005-09-07 00:24:21,-427.554,-31.794,1.428,428.71,4.0342,41916.3
2005-09-07 00:25:25,,,,,,
2005-09-07 00:26:29,-429.117,-30.862,4.937,430.23,4.7158,35916.6
2005-09-07 00:27:33,-431.488,-27.808,6.847,432.42,4.0478,33125.1
2005-09-07 00:28:37,-430.137,-29.485,5.312,431.16,4.5833,36399.7
2005-09-07 00:29:41,-433.711,-25.521,7.585,434.52,4.6801,31901.6
2005-09-07 00:30:45,-437.592,-23.605,11.312,438.37,5.5079,33075.1
2005-09-07 00:31:49,-437.952,-22.585,9.141,438.63,4.9237,34666.7
2005-09-07 00:32:53,-435.765,-28.614,3.905,436.7,5.2324,37261.4
2005-09-07 00:33:57,-433.956,-26.178,2.063,434.72,3.8592,32689.5
2005-09-07 00:35:01,-428.229,-29.478,-0.353,429.21,4.4806,40643.2
