datetime,V_GSM_X,V_GSM_Y,V_GSM_Z,Vp,Np,Tpr
2000-06-04 00:00:09,-436.944,44.071,-33.724,440.36,4.0747,110175.0
2000-06-04 00:01:13,-436.249,43.968,-38.327,440.02,4.416,90001.8
2000-06-04 00:02:17,-436.896,41.269,-36.191,440.23,4.0807,105611.3
2000-06-04 00:03:21,-440.023,50.37,-44.196,444.97,5.135,90407.3
2000-06-04 00:04:25,-449.173,61.305,-46.052,455.54,4.9421,100199.7
2000-06-04 00:05:29,-441.39,58.42,-46.046,447.48,4.6965,89642.4
2000-06-04 00:06:33,-447.275,53.744,-52.533,453.39,4.1746,105639.6
2000-06-04 00:07:37,-438.498,27.092,-31.133,440.34,4.4169,90080.8
2000-06-04 00:08:41,-436.807,36.107,-33.417,439.47,4.2739,97697.0
2000-06-04 00:09:45,-437.908,26.735,-32.487,439.82,4.7992,84579.4
2000-06-04 00:10:49,-437.524,29.471,-30.477,439.48,4.3117,89305.2
2000-06-04 00:11:53,-435.224,27.979,-29.883,437.05,4.2059,81868.6
2000-06-04 00:12:57,-438.454,24.091,-26.035,439.81,4.0216,90377.1
2000-06-04 00:14:01,-439.6,44.894,-44.328,443.97,4.5191,102789.8
2000-06-04 00:15:05,-444.382,37.145,-44.804,448.03,4.2258,103428.9
2000-06-04 00:16:09,-441.583,45.227,-36.095,445.25,4.0679,113656.3
2000-06-04 00:17:13,-445.674,42.001,-40.398,449.34,4.0496,115604.3
2000-06-04 00:18:17,-444.042,44.157,-46.443,448.49,4.157,107139.1
2000-06-04 00:19:21,-450.286,54.804,-50.021,456.2,4.3773,104441.0
2000-06-04 00:20:25,-443.415,40.619,-41.913,447.1,4.2624,105996.8
2000-06-04 00:21:29,-448.429,32.725,-45.986,451.81,4.1628,108705.2
2000-06-04 00:22:33,-443.191,34.356,-50.325,447.19,4.4421,79814.5
2000-06-04 00:23:37,,,,,,
2000-06-04 00:24:41,-436.608,31.847,-40.441,439.49,4.1954,78827.0
2000-06-04 00:25:45,-445.943,47.429,-47.608,450.82,4.4312,103316.7
2000-06-04 00:26:49,-443.061,46.183,-37.449,446.91,4.3391,106758.6
2000-06-04 00:27:53,-442.87,58.941,-39.763,448.41,4.4676,111740.7
2000-06-04 00:28:57,,,,,,
2000-06-04 00:30:01,-451.115,54.416,-43.797,456.35,4.8839,113562.3
2000-06-04 00:31:05,-438.724,42.139,-31.052,441.73,4.1698,122343.8
2000-06-04 00:32:09,-440.044,35.631,-28.258,442.29,4.3719,122607.6
2000-06-04 00:33:13,-437.34,31.954,-17.9,438.81,4.5489,112434.2
2000-06-04 00:34:17,-441.093,26.951,-20.147,442.31,4.3994,105519.7
2000-06-04 00:35:21,-439.506,32.549,-26.651,441.42,4.7396,102760.3
2000-06-04 00:36:25,-445.102,45.629,-43.93,449.43,4.6041,107201.5
2000-06-04 00:37:29,-444.88,51.974,-41.77,449.7,4.4365,93924.5
2000-06-04 00:38:33,-443.517,53.654,-37.794,448.21,4.4086,117123.4
2000-06-04 00:39:37,-443.831,54.482,-41.235,448.91,4.0513,108390.3
2000-06-04 00:40:41,-445.138,45.424,-38.314,448.95,4.0829,120638.2
2000-06-04 00:41:45,-443.982,48.274,-42.448,448.46,3.9883,96926.1
2000-06-04 00:42:49,-442.792,44.505,-41.126,446.77,4.2127,109235.9
2000-06-04 00:43:53,-441.973,42.628,-40.376,445.7,4.2972,98698.6
2000-06-04 00:44:57,-440.432,39.811,-46.208,444.46,4.3692,112370.3
2000-06-04 00:46:01,-436.335,32.402,-37.847,439.02,4.416,98500.6
2000-06-04 00:47:05,-437.94,35.121,-39.661,440.98,4.1019,108577.0
2000-06-04 00:48:09,-434.718,33.645,-35.61,437.33,4.2085,90124.0
2000-06-04 00:49:13,-434.91,30.673,-34.349,437.2,4.3836,99665.1
2000-06-04 00:50:17,-433.995,29.431,-34.202,436.2,4.1263,96653.2
2000-06-04 00:51:21,-436.975,31.711,-29.755,439.02,4.1922,104182.8
2000-06-04 00:52:25,-437.589,28.099,-34.985,439.74,4.3298,98324.6
2000-06-04 00:53:29,-441.532,31.926,-34.943,443.92,4.5184,108024.0
2000-06-04 00:54:33,-438.377,34.406,-40.793,441.44,4.3953,99302.3
2000-06-04 00:55:37,-439.655,33.586,-36.789,442.32,4.5305,106791.5
2000-06-04 00:56:41,,,,,,
2000-06-04 00:57:45,-438.485,30.793,-36.951,440.96,4.0312,93168.8
2000-06-04 00:58:49,-439.862,32.143,-33.662,442.18,4.1214,108521.2
2000-06-04 00:59:53,-434.49,29.157,-43.263,437.42,3.9362,85735.1
2000-06-04 01:00:57,-437.091,31.621,-41.921,440.05,3.7588,96861.3
2000-06-04 01:02:01,-438.791,32.737,-37.494,441.45,4.1538,95998.7
2000-06-04 01:03:05,-439.464,29.269,-38.085,441.92,3.9528,94551.6
2000-06-04 01:04:09,-436.825,32.647,-36.594,439.41,4.1511,94504.6
2000-06-04 01:05:13,-436.513,35.019,-34.346,439.11,4.0147,104523.2
2000-06-04 01:06:17,-433.996,34.199,-36.06,436.68,4.3662,95045.8
2000-06-04 01:07:21,-437.683,28.626,-39.852,440.25,4.0006,100672.0
2000-06-04 01:08:25,-438.124,26.259,-35.441,440.18,3.7077,97658.4
2000-06-04 01:09:29,-440.44,29.351,-31.538,442.41,4.0442,108767.9
2000-06-04 01:10:33,-439.159,36.482,-37.288,442.09,4.0298,105805.9
2000-06-04 01:11:37,-439.692,37.91,-36.95,442.71,4.0085,121046.0
2000-06-04 01:12:41,-440.173,35.419,-33.654,442.73,4.0793,120773.1
2000-06-04 01:13:45,-441.044,29.843,-36.864,443.42,4.1355,107493.4
2000-06-04 01:14:49,-441.656,35.168,-39.367,444.62,4.4304,119079.5
2000-06-04 01:15:53,-444.114,15.201,-32.746,445.43,4.153,88834.2
2000-06-04 01:16:57,-444.573,12.608,-36.331,446.06,4.2715,84489.8
2000-06-04 01:18:01,-455.353,38.345,-41.455,458.66,4.2957,131084.7
2000-06-04 01:19:05,-453.473,41.401,-36.254,456.65,3.5988,133756.7
2000-06-04 01:20:09,-447.677,31.684,-34.091,449.94,4.1446,142433.4
2000-06-04 01:21:13,-440.631,26.073,-37.322,442.8,3.7759,109943.0
2000-06-04 01:22:17,-438.228,29.459,-38.405,440.71,4.1148,113077.0
2000-06-04 01:23:21,-436.74,27.524,-30.85,438.55,4.1525,89846.7
2000-06-04 01:24:25,-436.786,27.817,-31.839,438.68,4.0965,109811.2
2000-06-04 01:25:29,-437.227,23.759,-35.539,439.14,4.5013,90916.8
2000-06-04 01:26:33,-437.123,29.13,-30.134,438.99,4.2306,110174.2
